book_name,c_content,c_reader,cid
平凡的世界（全三部）,文学价值真的是不咋高,蓝小团,633194914
平凡的世界（全三部）,是不是我粗俗。真的好无聊,陈日,689748020
平凡的世界（全三部）,小说写得气势磅礴。作者标榜自己是现实主义，可是个人认为，这部巨著是完美的理想主义作品。,伯爵在城堡,617416452
平凡的世界（全三部）,依然记得读这本书时的震动，彼时十多岁的我正是看漫画过多对文字突然摄入无能的阶段，可这部浸满生活与存在的油腻的大部头，突如其来，矫正了我对于文字的敏感度，从此，我又能读书了，感谢它。,砚小朵™,894025134
平凡的世界（全三部）,顶锅盖说，不好看。乡村做作杰克苏。又臭又长。文笔差，情节套路严重，不明所以突如其来的抒情，主角性格特点就是伟光正和觊觎“地委书记的女儿”，yy各路美少女爱男主兄弟。整本书填充着崇拜权贵跪舔上层的瓤子，封建余毒没清干净就跑来主旋律了。,沉甸甸,1206075673
平凡的世界（全三部）,十几年前，我觉得这本书很牛逼。现在重读，整个儿就一乡村版琼瑶，如此而已。,YoungKingdom,606127519
平凡的世界（全三部）,渣,LHT,483767220
平凡的世界（全三部）,改革如能继续，孙少平的创业史本可以成为一个“中国梦”的典范（用马列文论的话讲叫“典型形象”），可惜政改的倒退和一轮接一轮的权力寻租叫醒了所有怀揣同样梦想的人。今天看来，路遥所描绘的那个“平凡的世界”俨然《新闻联播》里的世界。,路西法尔,590192423
平凡的世界（全三部）,能够改变人生的那一类书,水湄物语,670632
平凡的世界（全三部）,如题，确实只是个平凡的世界,陈毓秀,443240299
平凡的世界（全三部）,虚伪,ayi,478447886
平凡的世界（全三部）,一般吧 可以不看,流氓白相人,590683359
平凡的世界（全三部）,一直都看的很受教育，但是把田晓霞写死这点太狗血了，就好像这个天使一样的女子已经脱离了作者的掌控，作者一气之下杀掉了她一样。除了这点，以及对中国官员过于温和的描写，我认为可以给满分。,西里图,442667009
平凡的世界（全三部）,还是更能被余华的作品打动,Monlina,603414697
看见,看完我在想这不是写得挺好的吗，为什么那么多人吐槽她。后来想到也许时时自省在有些人看来也是一种做作吧。,黄青蕉,759267466
看见,我们面对同一个世界，却无法看见同一个世界。,ʚ袖袖袖ɞ,749169336
看见,2013年的第一本书，好久没有一口气不停读完几十万字了。柴静的文章，写得细致、真诚，没有戾气；不刻意煽情，却依然直指内心。她四两拨千斤的劲儿，最动人。,夏珞,611775482
看见,最近一段时间睡前都在读这本书中度过，一度焦躁，想要搁置，幸而最近几晚心里都很安静，仔细读完后面的几章节。读完想说：不要批评她的文艺腔，她写得非常真诚，在她剖析自己的文字里，我也看到我自己。收获的不仅是新闻业务上的感悟，更多是体味了人生中那些共通的道理和美好的情感。,小畅,636624772
看见,朴素有力的传达我都接受到了，很棒！大多负面评价都是哗众取宠。,沉歌,658282352
看见,在我看来，能在一本书里看到作者反思、自省和自嘲的书，就是好书。因为这比单纯犀利的抱怨、抨击、讽刺、诘问他人要难得多。,China Blu,619926050
看见,后边比前边写得好。她文艺，道德化，也上进，有反省意识，但有意思的是，如果仔细看看，在书里她引出来的，所有人批评她的，都有道理，她自己也承认，“要服务，不要表达”“不能用道德眼光看一切问题”“自我感动、感动先行是准确最大的敌人，真相常流失于涕泪交加中”“柴静是个漂亮姑娘。她自己也知道，所以老忘不了”……但她，就是不改。陈虻说，“你这个人靠语言是没用的，什么事都非得自己经过，不撞南墙不回头”，她的朋友也说她“勇于自省，永远任性。”如果说文如其人的话，为什么不从做人开始呢？”还是陈虻懂她。这是文艺女青年的通病，我自己读到阳明说“未有知而不行者，知而不行只是未知”也觉得枪中得妥妥的。“水无所起止，只知流淌，但总得流淌。山高月小，它要滴落，乱石穿空，它要拍岸，遇上高山峡谷，自成江河湖海。”最喜欢这句。,一个小标点,686481788
看见,在哪里生活都是一样的，没什么生活在别处。地铁上满头小辫的黑姑娘在电话里跟男朋友吵架，报馆里都是开会熬夜菜色的脸，咖啡馆里两个花白胡子老头对坐着看一下午人来人往……人类只是个概念，一代一代人都是相似的生活，这辈子决定你悲欢的就是你身边的几个人。,娅,619290577
看见,在这本书最火的时候没有去阅读它，害怕会是炒作。这书火的后期有同行毁它，还有说柴静关系很硬云云，我半信半疑，直到有一次看了眼柴静主持的节目，看到她的眼睛，那种被世间不公与苦难磨砺出的柔和坚定，就知道那些流言蜚语都不足取信。这书我打算买一本去收藏，这才是我心中的新闻人形象。在不懈的追求真实与公正，也让我们明白每一个看起来穷凶极恶的事或人背后都有可能有一段凄凉的故事，所谓的正义不见得就是真的正义,Freesia,730358192
看见,第二遍读完。有空再读第三遍。值得细读，值得认真做笔记的一本书。,[已注销],657569113
看见,这是看了之后忍不住想写书评的不多的书,hedgehog,624373784
看见,对柴姑娘了解不多，但是看之前就觉得她是那种特别“用力”的人，不是很喜欢。但看完这本书，还是忍不住推荐大家都来读一读。以这样的经济和时间成本获得这么大信息和情感含量的阅读交易确实很划算。,龍助,616791003
看见,读这样的书还是需要感性天赋的，不感性难得读开。那种感触，怎么说呢，就像泪水消逝在雨中。,小海,677454149
看见,看到后面觉得有一点滥情，有一点“过分有同情心”。不过我作为一个滥情的人，觉得一个控制不住想要滥情的人，其实挺可爱的嘛。,玑衡,706247243
看见,本来以为会是像芮成钢的《虚实之间》一样，一本秀优越的个人日记，不过倒真是意外的好看，大概女性的骄傲总要较男性为含蓄，不过总觉得柴静无论如何也不会是为大部分女性所欣赏的女性，你说嫉妒也好酸葡萄也罢。我们上回说起《三体》里的罗辑芮成钢演最合适，尽管柴静剖析了自我的成长，但真的，她还是活脱的程心。,王大根,672862371
看见,文艺病仍有，自省的精神真是摩羯座的好习惯。,高等游民阿朽,723452094
看见,本来说的是挺实在的事，全被那种圣母般的视角毁了，加上条目里某工业码字机器整的那一篇评论差点没让人吐出来。反复强调个体，反复强调自己的缺点和渺小，反复强调自己的痛和无力，加上之前铺天盖地的造势，我真的觉得她是在消费自己【看见】的人和事。,CharlesChou,637339629
看见,希望这样打从心底有人情味的记者和主持人多一点,小岩井,749174345
看见,柴静的节目看的很少，大多对她的关注来自于她的博客，也算默默无闻忠实粉丝那种。书中没有浮华的文字，有如当中提到的“真实自有万钧之力”，脚踏实地的东西总是很容易打动人心。文章结尾对待诸多都不曾妄下定论，留下空白让人独立思考，最终的判断是由自己完成。这些人和事就像一道光，映射出了每个人生活的轮廓。,Q。,639425795
看见,关怀时寻找准确，客观时拒绝凉薄，一步一个脚印克服局限，才走得远，站得高，问得深，摆得正。这是一个女人写的书，一个记者写的书，更是一个人写的书，这其中有一以贯之的悲喜起落，可以映照每个人的足迹。我所理解的人心不死，所指的就是这样的人心。,十三,626973645
百年孤独,每个人都是孤独地出生，在这世间恍惚几十年并不漫长的日子转眼就远去了，然后再孤独地死去。 生命注定是个悲剧，因为我们从没有融入世界，世界永远是身外之物。如果有幸，能在茫茫人海寻得一个身体与灵魂都与自己万分契合的人，与之存在一种可以称之为爱情的联系，然后一起承受生命中不可逃离不可消除的深沉的宿命的孤独。可是这般的幸运艰深难得。有的已失去了爱的能力，有的爱的深沉却无处安放，有的死在这爱里……在所有的爱里，孤独有增无减。  生命只是一场幻梦。,秋里,483029638
百年孤独,看第3遍开始越来越让我惊艳的已不是马尔克斯而是译者了。太牛逼了！这样的文字就算是母语创作也属上乘。尤其倒数第二代布恩迪亚在飓风中破译羊皮卷的全书结尾，笔触磅礴，美到让人惊怖。,PerfectCadence,817850515
百年孤独,为什么我觉得不好看呢？是不是我没文化看不懂啊！,幽篁,439815456
百年孤独,14年间中文读过5遍以上，英文两遍，被水银泻地般的语言携裹到终章时，内心的激动依然不可抑制。那感觉仿佛是亲手将一件精美而无价的珍宝摔碎在地，带着一种秘密的，幸福的震颤 ,[已注销],564422538
百年孤独,开始很吃力，越读越上瘾。 惊人得叙事与潮水版的叙事，野兽般撕开真理得外衣。  原来那句经典的开场白，源自这本书。从四姑娘的第一本书，也就开始了他的抄袭生涯。,方方土君,434652894
百年孤独,一口气读完但却没有能力评价。,[已注销],394307982
百年孤独,“奥雷里亚诺，”他悲伤地敲下发报键，“马孔多在下雨。”,[已注销],418001139
百年孤独,多年以后，面对 iPhone9，正在发送朋友圈的我将会想起独自一人阅读羊皮卷的那个遥远的夜晚。那时的我坐在书桌前，以几乎不动的姿势一页页的翻阅，眼前的文字在昏暗的灯光下像水一样流过。不可思议的是，沉浸在这由难以承受的痛苦和无法摆脱的孤独构成的故事中时，我竟然涌起了类似于平静恬然的情绪，那是一种比夜晚幽会中疯狂而短暂的快乐更平和深沉的感觉。就好像我知道人终究会老去，但在阳光打到脸上的瞬间，仍然忍不住微笑。,空气,972801592
百年孤独,一个家族百年反复浮现的竟然就那么几个名字，加西亚真的很残酷。一代又一代就像被推上命运轮盘赌后不断开出的绝望点数，以致于在最后血脉断绝的一刻，我们感到的不是同情而是如释重负。然而家族可以终结，孤独却是无视时空的永恒存在。它从洪荒流淌至今，还将延绵万世，就像南美大陆奔腾壮丽的亚马逊河，碾碎一切人事物。,同志亦凡人中文站,529298097
百年孤独,一开始我还为华丽的辞藻，荒诞的情节，冗长的姓氏感到烦躁不堪，但随着故事的深入展开，我才发现我错了。那么繁复的一大家庭，七代人的辉煌与落寞，激情与孤独，坚毅与懒惰，世俗与超脱，疯狂与冷静，就这样蔓延开来……叫人感慨的同时不禁也要叹惜一下，孤独的何止是百年,Luffyjun,569051613
百年孤独,家族谱太混乱，刚看的时候觉得：这么丧尸居然能是名著。看完以后觉得：这么丧尸不是名著太他妈浪费了...,獅,536750865
百年孤独,我的睡前读物，确实起到了很好的催眠效果，每当我纠缠于这个奥雷利亚诺是哪个奥雷利亚诺的时候就倦意袭来倒头就睡。前半本的时候还勉强能搞清楚他们家的复杂关系，后来就彻底放弃了，我已经不在乎角色之间的关系，就专注于情节好了，WELL，一些隐喻呀之类的还算看明白了。但我真是烦啊……他们家人搞得神奇的过得苦的，特别是乌尔苏拉。,Tennyson,434280357
百年孤独,大学时草草看过，这次是第二遍，顺带自制一张布恩迪亚家族谱。这本书的神奇之处在于，看完像是活了一世纪之久，一个人。,飞行官,512900870
百年孤独,费尔南达真他妈烦人,大懒糖,594128215
百年孤独,家族的第一个人被捆在树上，最后一个人正被蚂蚁吃掉。,Anrean,544035173
百年孤独,庆幸是在我22岁的时候读到，没有太晚,Gala,675961865
百年孤独,回忆没有归路，春天总是一去不返。车窗外瞬间闪过世间万象，如同将一首飞逝的长诗撕成碎片向着遗忘之乡一路抛洒。,丹朱AI🌵,530497365
百年孤独,伟大的小说便是这样，倾注了作者全部的精神和价值重塑一个世界。而人物、情节、文笔、风格不过是帮助组织架构这伟大工程的工具。原来以为会读不下去，但一开页则根本停不下来。翻译也很加分。,Caramel_Grace,805736834
百年孤独,令人恐惧的伟大小说。无法摆脱的孤独与无力，梦想与激情皆成泡影，暴风之中，只剩回忆。,李规焉,676037062
百年孤独,现在这才算是真正的读过。删了之前的短评却又不知道该写些什么。不过作者应该是很钟意不加糖的咖啡，我看过他的每本书里至少都有一个人有这种嗜好。《百》和《霍》绝对称得上是名著，也是我目前为止看到的唯一的作者还活着的世界级名著。,范进不举,506937054
三国演义（全二册）,东吴控萝莉 魏国爱人妻 蜀国全搞基,胡蝶,742603729
三国演义（全二册）,这书我看得特慢，只要出现一个地名我就想在谷歌地形图上给找出来，然后细细从战略层面揣摩用兵之道。特别是街亭之战，光在地图上找到街亭这个屯兵的小谷道就花了不少功夫，刚开始始终想不明白这个离汉中十万八千里的地方到底哪儿重要，后来研究了下才知道古时天水通长安的道路并非沿渭水河谷顺流而下，而是走官陇古道，街亭正处于古道的咽喉之处，蜀丢街亭就意味着把背后留给了魏国，腹背受敌，命都难保。总之这本书值得对着地形图细细揣摩，尤其是诸葛亮六出祁山那段。,回回馆の巴图鲁,828564621
三国演义（全二册）,这曾经是我在小学时反复阅读的一部经典。我极爱她，甚至愿意写下每一个人的名字，并且愿意为了这部小说而去读裴注三国志。一部《三国演义》，可以说是我的文学启蒙，并且让我读繁体毫无问题..别人喜爱诸葛亮，我独独对吕布、陈宫和貂蝉感到惋惜，并且唾弃张文远，这个只顾保命的伪君子..我当时相信是因为诸侯先死，所以才被极尽抹灭的：当时谁还相信这是小说呢？,文泽尔,20583768
三国演义（全二册）,我是三国控，不解释。最喜欢的一部古典文学。,伯爵在城堡,617436969
三国演义（全二册）,看三国演义，真觉得太不干净了，里面乱七八糟的人太多了，不仁不义也能被吹上天，不说跟史记比，就是比三国志都差太多了！,SWX,746705656
三国演义（全二册）,“书生轻议冢中人，冢中笑尔书生气！”,傑,657604188
三国演义（全二册）,还是古人犀利啊 信息含量太大了,chili,83787697
三国演义（全二册）,四大名著中最先看的一本书。不过当时在看时，倒不是跟着传统盲目崇拜起刘备关羽来，而是对被作者百般贬低的人物产生研究兴趣，如周瑜并不心胸狭窄，鲁肃并不平庸，草船“接”箭的是孙权，被关兴杀死的潘璋和孔明同年去世，袁绍深得民心，吕蒙“士别三日”，另外张飞有文采……,★☆☆☆☆,494774464
三国演义（全二册）,看的是再版的，好惭愧啊应该是小学时候就读的书。,不要焦虑浣熊妹,369415544
三国演义（全二册）,关羽败走麦城后，整部小说就弥漫着不可逆转的颓势。刘备的易怒，孔明的祁山，硝烟战火，王权更迭，都恍若碎纸飘零。我原以为自己在孔明殒命五丈原时会落泪，却没想到当这一幕来临时自己内心极为平静。及至武侯显圣定军山，我才真正悲从中来。汉祚已衰，天命难违。孔明说出这句话时到底怀着怎样的心情呢？,只不过是符号,1363828369
三国演义（全二册）,我觉得，是个男的，中意这本书都不需要神马理由。,镜泉,343078556
三国演义（全二册）,贾诩，高人。,大島,975341054
三国演义（全二册）,是中国人不能不看,tintin,14370549
三国演义（全二册）,哦哦，读完啦~三分归一统，众将皆拜服；“众将皆拜服”出现的频率好高,southstarj,462076570
三国演义（全二册）,重新完完整整的读了一遍。三国如此的名声，如此的广为流传，以及“老不读三国”这些话，都是有道理的。写尽了中国人的性格和喜好，我不喜欢里面的背叛、喝酒误事、对女人的蔑视、假仁假义、互相利用、勾心斗角、命若草芥等等，太多的人性之黑恶和国人之劣根性，但你也不得不佩服他把权谋、争斗、设计这些写到极致了，以及人物的两面性，“功首罪魁非两人，遗臭流芳本一身”。王允的连环计、赤壁大战这两段是我最喜欢的精彩故事典范，环环相扣、奇招迭出、妙不可言。而我印象最深的一句话是“人生世间，如轻尘栖弱草，何至自苦如此？”,牛佬,527480898
三国演义（全二册）,奉孝延寿一年，演义至六十回足矣。,匿,785709410
三国演义（全二册）,"“流星的光芒虽短促，但天上还有什么星能比它更灿烂，辉煌？
当流星出现的时候，就算是永恒不变的星座，也夺不去它的光芒。”
                                  ——三国，周郎，赤壁。
",陶者无缰,395127018
三国演义（全二册）,虽更喜三国志，但名著毕竟有其用意在。打分的时候一直试图抛弃个人情感但我真的很想掐着罗贯中的脖子说你凭什么这么对周瑜？= =#,endup 帅气地,299916417
三国演义（全二册）,无论什么时候看，都是经典,神威,464918929
三国演义（全二册）,初中时候看过不下二十遍,范进不举,537619470
哈利·波特与混血王子,当故事离开了霍格沃兹，邓布利多离开了我们，我觉得我对这部作品的感情就已经完结了。我深爱的一直是霍格沃兹，不是哈利波特和伏地魔。,葱,452854624
哈利·波特与混血王子,看到邓布利多的葬礼，我哭得不能自已……,放开那个浪味仙,32126849
哈利·波特与混血王子,"这集恋爱成份颇重，罗恩与赫敏、哈利与金妮、卢平与唐克斯、比尔与芙蓉，大概是在为最后一集塑造一些感人的生离死别吧。令人讶异的，斯内普到这集依然是那种忠奸难辨的状态。而马尔福则首次从讨人厌的公子哥个性中，开始透露些他的无奈与并非真正邪恶的性格，以及他脆弱一面的内心世界。

而故事的大魔王：伏地魔王的身世来源，在这集也有细腻的交待。每一集都要死一个重要人物的传统，这集轮到了正义一方最强大的邓不利多教授。感觉上邓不利多似乎不是真的死掉，况且如果邓不利多没死的话，那杀死大魔王的任务就不会是主角哈利波特的神圣使命了。8分。",谢之艾,919693027
哈利·波特与混血王子,个人认为7部系列里最好看的一本！如此多故事交织在一起，还能如此有逻辑，不停地感叹罗琳的脑补能力！,上世纪的云,838202855
哈利·波特与混血王子,不停地喝药水对我的伤害很大,cat,425402876
哈利·波特与混血王子,王子这本书不仅是魂器线索的开端，更是暗示了斯内普必定要作为一个罗琳深入挖掘的角色缓缓展开。甚至我个人觉得，斯内普是hp系列小说的男二号。地位仅次于hp。,[已注销],612262137
哈利·波特与混血王子,"第六部,我恨!我恨!我恨!应该是最最好看的一部,我却还没有看就知道了""混血王子""的身份,5555555~后来我告诉了更多没有看过的人",甲🌈,13363187
哈利·波特与混血王子,这没什么可难过的，邓布利多会变成白袍回来的。,⚪️HelloThere🔵,1125975533
哈利·波特与混血王子, “人们容易原谅别人的的错误，却很难原谅别人的正确。”,モモ,841786526
哈利·波特与混血王子,"第一本此系列看不下去的书。
估计真的是年龄段不对了|||",深津奈留,257585887
哈利·波特与混血王子,我始终不讨厌斯内普。。,默音,598714140
哈利·波特与混血王子,如果我最终会真正爱上这个系列，那一定是因为这一本。,魏知超,219039978
哈利·波特与混血王子,"作为一个披着奇幻皮的成长故事，邓布利多最终的死亡是必然的（不在乎剧透了反正大家都知道=_,=），他的形象在之前五部中被塑造得无所不能，甚至在第五部——还有第六部的前半中，拥有远比最终反派伏地魔更为强大的形象。这也正是为了完成哈利的成长，他的死亡——亦即权威的消逝——变成了不能不完成的仪式。而罗琳的写作习惯已经变成了彻底的悬念先行，所有无聊的拖沓的琐碎的细节——甚至刻意到一眼能看出违反人物一贯形象的设计——都是为了最终反转的悬念服务。所以最后五分一的反无间必定会在最后一部再反多次。",流空破刃,360103698
哈利·波特与混血王子,高三时的夜晚偷偷地看。我妈还以为我在学习学习的说。,不缇,386456908
哈利·波特与混血王子,2009.02.12.是故事最完整的一本。当时我真的没想到斯内普会是混血王子，我也从没相过邓不利多会有死的一天，马尔福也不算太坏，还是有点良知的。,Neroat,1633945396
哈利·波特与混血王子,赫敏跟罗恩是如何在一起的呢？,丹朱AI🌵,530443471
哈利·波特与混血王子,这本是七部曲中最令人绝望的一本，其他的不论如何结局都还会留下希望，可是随着邓布利多的死去，和斯内普令人绝望的背叛，都在结局画上了一个巨大的问号，面对强大的伏地魔，连七年级都没读完的哈利如何在没有父辈们的支持下去和他对抗呢？当时心中的忧虑很是折磨,新西兰孙小社,481066038
哈利·波特与混血王子,即便到了大战前夕，重要人物死亡，主角面临人生拐点的第六本，罗琳还是不紧不慢地描写着魁地奇，该来的节日还是得庆祝，该上的课还是要上，因为这套书写的不是故事，而是另一种生活。不是哈利如何大败黑魔王，而是哈利这几年如何成长。,陆小包,1247312195
哈利·波特与混血王子,每到暑假就忍不住重温一下。。,盐少点儿🍑,146786955
哈利·波特与混血王子,我挺喜歡這集的=   = ,大佑,216137423
人类简史,作者很年轻，博览群书，对几乎所有学科发展到当代的基本理论和观点熟谙于心，也敢说，因此，这本书并未提供任何新的和独到的观点，只是一份讲稿，.所谓“简史”并不是史学，而是他串起自己世界观的线索。但他提供了一套完整的“当代人”的价值体系，而且政治正确，内容丰富，语言生动，一个年轻人如果知识比较零碎，读这本书再适合不过了。,danyboy,866436669
人类简史,前几章的观点很刺激，后边就水了。,琬琰斋,911374090
人类简史,作者认为人类（智人）的发展基于两个能力：1、虚构故事的能力。（认知革命，从而带来农业革命。）2、数字化的能力。（从而带来科技革命）。另外，虽然作者始终在小心翼翼地遮掩着他立论的基础——演化论（以免被人指控为纳粹），但是他藏不住的是由演化论导致的虚无——超人类终究会取代智人，我们只是万物演化进程中的意外，我们为吉尔伽美什计划成功的倒数计数，就是我们距离坟墓的步数。,司空羽,888607390
人类简史,"2014年度最佳历史通俗读物《人类简史》，从生物学的人类演化，到历史学的社会理论，最后到心理学的幸福感，用不到40万字回顾人类发展的关键进程，刷新你的世界观。最让我印象深刻的几个观点，一是”社会秩序都是由主体间的想象所建构的，语言和文字补足了人类基因中缺乏大规模合作的生物本能“；二是”历史从无正义，秩序既不中立也不公平“；三是历史的大方向就是文化的全球融合，包括经济、政治和宗教，单一并非同质。值得一提的是作者对佛教、伦理、科学都有深刻的洞见，尤其是对‘人类中心主义’的揶揄随处可见，例如食品工业、消费主义和资本主义的批判。
",glacial7,887494556
人类简史,加长版知乎答案。,礼士路西岛秀俊,1015102145
人类简史,读了四分之三，可以弃了。这是一本典型的「干货」书，用最简单轻松的方式先抛出来各种观念，再挑选历史做例证，很像杂志文章的写法。但是一本四百多页的书，顶着这么大的名头，整个推理过程都弱到令人吃惊。这本书不会给人什么思辨上的教育，也不好意思去摘录引用做论据，就是个藏得很深的机场读物。,熊阿姨,1148367972
人类简史,人生没有意义，佛教还是人类唯一出路，这就是重点,rul,910203414
人类简史,立论太偏，论据太弱,丁丁虫·戒豆瓣,936304661
人类简史,看《三体》的同时看的这本书，不经意间发现两本书形成了某种互文，当然这种互文更强调的是对我所造成的震撼的一致性。实际上这本书在某种程度上是对人生三大问题的解释，然而解释完之后只会让人感到无助和虚空。,不勒个二,935898014
人类简史,如果说之前很多历史书是鸟瞰地球的话，这本就是在卫星上看这个世界。,白色的蓝💎,904421307
人类简史,Jared Diamond后继有人，实在令人兴奋。76年出生的学者啊，起码还有25年可以产出优秀的作品。这本书最差的是北大历史系教授高毅写的序，明显没读懂的样子，看来是超出了历史系传统的研究范围，还不如让我来写。,farrell,894731964
人类简史,前半部分很颠覆，后面就一般了。,拔刀诀,922336150
人类简史,没期待中那么好。主要问题是证据到结论的推导太轻松了。越靠近近代结论越多证明却越来越少。,小护士毒舌猫-虞兮虞兮奈若何,889091179
人类简史,觉得应该列为高中历史课辅助读物,Jonko,919638508
人类简史,非常不错的一本社科书，涉及丰富的考古学、生物学和历史学等专业知识，但没有专业的晦涩而是通俗易懂的。全书看下来，感觉自己作为一个人类一路跋涉了十万年。作者视野开阔，逻辑清楚，文字风格异常生动有趣，译者文笔流畅如行云，全书都很吸引读者。推荐给对历史和考古感兴趣的朋友。,meiya,882460121
人类简史,这书真的是越读越觉得立论太弱证据不足，充满了猜想以及故作惊人语的表演性质。且导向性太强，一没留神就被带到卢梭那道上去了。,岚大爷本人。,967343501
人类简史,这应该是不止是历史，而是博物学著作。宏观的视角不仅联系起生物物理经济政治社会哲学等等各学科，更超越了人类中心观念。如果你在任何一个学科领域有参悟不透的问题，我想阅读此书就能找到一个清晰化你的疑虑的指向标。比如我一直以来的疑问就是理性与天性的矛盾，神话存在的深远意义，我想了那么多年，居然在这里找到了农业革命指出的解释。我一直说这本书就像“外星人保罗在地球考察后的研究论著”，因为它的趣味性十足，就像当初读哈利波特一样开心，如果你记得活点地图和双胞胎，就知道它读起来是什么感受，至少是前半部分。后半部分的沉重，在于时间没有抹消掉人们经历过的苦难，而不是书籍本身的行文变化。我好爱这位作者。,Eve|Classified,979896796
人类简史,可能是一年来读过最棒的历史书。几乎涉及所有关于人类的重要话题，我至今许许多多关于人类的思索和知识的片段，被作者用一本小书串联了起来了。,图画爸爸,907906497
人类简史,这种东西就是精神鸦片，不用动脑子的时候看得很爽，动点脑子的时候就觉得到处是扯淡。所以呢，这种书就是适合脑袋轻松的时候从头看到尾，随时保持“哇”“哦”的姿态。,SWX,1176622425
人类简史,此书打分这么高，就是怪咖了下人类历史，显得新颖些批判些，其实谈的问题都不能算正确，有些连常识都没有。,叶杉,918307551
黄金时代,"那一天我二十一岁，在我一生的黄金时代。我有好多奢望。我想爱，想吃，还想在一瞬
间变成天上半明半暗的云。后来我才知道，生活就是个缓慢受锤的过程，人一天天老下去，奢望也一天天消失，最后变得像挨了锤的牛一样。可是我过二十一岁生日时没有预见到这一点。我觉得自己会永远生猛下去，什么也锤不了",小岩井,554511784
黄金时代,跟余华的小说不同，王小波笔下的人物更多是唯心的，虽然遭受到文革的政治环境压迫，但是在黑暗中总能够找到自己内心所渴望的力量，正如网友毕羽所说，“黄金时代的真正寓意在于，有两个人终于找到并确立了终身的伟大友谊，无论人世如何摧残也无法改变，而世界上无数的人一生却都活在寂寞或虚伪之中。”在某种意义上，王小波是超越了当代其他文人而存在的。,一凹,496523898
黄金时代,中学读小波对于一个人的三观塑造有巨大影响！,Paradox,505315458
黄金时代,那一天，我二十一岁，我一生的黄金时代。我有好多奢望。我想爱，想吃，还想在一瞬间变成天上半明半暗的云。后来我才知道，生活就是个缓慢受锤的过程，人一天天老下去，奢望也一天天消失，最后变得像挨了锤的牛一样。可是，我过二十一岁生日时，没有预见到这一点。,公元1874,639355292
黄金时代,"陈清扬极力想把性与爱分开。拍在她屁股上的两巴掌，让她放弃了所谓的“自尊”，爱上了王二这个混蛋
",小红帽,418470498
黄金时代,我只能抽自己耳光了，现在才看王小波的小说。太他妈的好了。,白墨,348823871
黄金时代,能把做爱这件事情写得如此淳朴坦荡的，也就王二一人。,lisa,472706851
黄金时代,看完全书印象最深的就是陈清扬回忆王二亲自己肚皮，“好危险！差一点爱上你。”还有比这更可爱的桥段吗？！,小小日葵,1096877420
黄金时代,黑色而幽默，特立而独行，一把独立思考的匕首，扎进时代荒谬的肺中。,芦哲峰,615688200
黄金时代,革命时代伟大的打屁股友谊。,Dr. ChaLove,297842182
黄金时代,想不到人生中还有第二本与《麦田里的守望者》一样，十分有名，十分叫座，但我无论如何都无法喜爱的书。,沈是,925883145
黄金时代,"王小波该是个有趣的人，多黑暗的年代偏写得这么喜感，但两人相处细节部分又觉得他真是天才，写得出糙也写得出美。性很动人，情感挣扎很动人，最后终于承认的爱也很动人。PS,看全文实在太顺溜实在让人以为作者信手拈来，后来看他自己的评才知道这故事写了二十年，果然状似不经意的作品原来最费心力。",已注销,565143861
黄金时代,洗炼，洁净，浪漫，迷人,周冲,495278300
黄金时代,“在那一瞬间她爱上了我，而且这件事永远不能改变”。 ,眠去,65557953
黄金时代,王小波的书值得反复阅读，在90年代写下这些作品，想必定是顶着很大的压力，他是完完全全的“另类”，生错了时代，生错了地点。王小波说“我们的生活不应该是我写的那样，但实际上，它正是我想的那样。“在我们身边全是虚假的商业艺术，满满的铜臭味，王小波才是真正的人民艺术家！,august,602442654
黄金时代,那只破鞋虽破却不破，到最后似乎破鞋破的理所应当，破的无所顾忌。而穿鞋的人却退步挪腾起来。所以，那个时代，没有合适的尺码，只有空洞的均码可以选择。,Kris™在路上,430284275
黄金时代,1、他对女士们爱得深沉 2、他可真够自恋的 3、有点像曹雪芹一丝不苟地追忆童年的荣华富贵，王小波巨细无遗地回顾着他上过的姑娘 4、真·欧式文艺片：动乱的年代里用做爱来逃避一切，做到对青春的回忆大部分成为#SM学# （弥天大雾）,柴斯卡,913021077
黄金时代,当黄书看的,jiaqi,347743032
黄金时代,本来是4个星星，又因为交待和破鞋陈清扬的态度端正，外加一颗！,阿坤,511234435
黄金时代,虽然有抄袭《小时代》的嫌疑，但是还是一部特别棒的作品。（书评不删，不改。因为这条书评给我发豆油的一律视为傻逼）,范进不举,533124361
鲁滨逊漂流记,小时候非常痴迷的书，很喜欢鲁滨逊漂流到岛上后一次次的从破损的船上寻找可用的东西和他在岛上的生活，来来回回看了很多遍，我也不知道为什么。,Cokaiamfine,850707652
鲁滨逊漂流记,在山里，昏暗的摇摇欲坠的灯光下，土房子里连电视都没有，读这本书,Amberose,241800176
鲁滨逊漂流记,我小的时候最喜欢幻想漂流到荒岛……,[已注销],60533647
鲁滨逊漂流记,从此对探险和旅游着迷～,我爱阳光•月心,23010536
鲁滨逊漂流记,其实……真的就是一本流水账,陳蘇蘇二逼人生,187886383
